8.0000000e+01 3.4464000e+04 3.0000000e+00 6.0000000e+00 2.6000000e+01
1.1601000e+04 2.0000000e+01 0.0000000e+00 8.6666670e+00 1.0263203e+01
4.3800000e+03 0.0000000e+00 1.9335000e+03 1.7577899e+03 3.3736653e+05
2.6114206e+02 4.3080000e+03 9.4449453e+03 2.6939000e+04 2.0000000e+00
6.9670000e+03 3.4835000e+03 4.9235845e+03 6.9650000e+03 2.0000000e+00
3.4362000e+04 6.8723999e+03 1.1609792e+04 2.6939000e+04 1.4000000e+01
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 7.2000000e+01
1.3200000e+02 8.7047356e+01 1.7409471e+02 0.0000000e+00 4.3800000e+03
1.1627000e+03 1.6452418e+03 2.7068205e+06 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 2.0000000e+00 1.2918889e+03 8.6666670e+00 1.9335000e+03
7.2000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 0.0000000e+00 3.0000000e+00 2.6000000e+01 6.0000000e+00
1.1601000e+04 8.1920000e+03 2.2900000e+02 2.0000000e+00 2.0000000e+01
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 0.0000000e+00 0.0000000e+00
