 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,115868465,16,14,522,985,438,0,32.625,108.1103603,979,0,70.35714286,261.5302916,13.00612725,0.258914278,3995464.31,4879946.941,10000000,154,116000000,7724564.333,4134936.863,10000000,22219,110000000,8487397.923,3750144.768,10000000,12314,0,0,0,0,332,424,0.138087615,0.120826663,0,979,48.61290323,189.5226772,35918.84516,0,0,0,1,0,0,0,0,0,50.23333333,32.625,70.35714286,332,0,0,0,0,0,0,16,522,14,985,8192,119,15,20,33476.18182,37771.83825,147362,21949,9997095.909,16096.27334,10000000,9949636,BENIGN
443,115937838,22,21,786,8718,321,0,35.72727273,80.13214195,2021,0,415.1428571,685.6686726,81.97496317,0.370888407,2760424.714,4450963.448,10100000,3,116000000,5520849.429,4984326.875,10100000,3,110000000,5519381.4,5116088.298,10100000,48,0,0,0,0,452,564,0.189756859,0.181131547,0,2021,216,508.8086404,258886.2326,0,0,0,1,0,0,0,0,0,221.0232558,35.72727273,415.1428571,452,0,0,0,0,0,0,22,786,21,8718,8192,123,21,20,26974.33333,17090.37192,81243,21941,9634511.833,1293303.601,10100000,5528116,BENIGN
443,148624,9,6,547,5033,188,0,60.77777778,76.48819807,1460,0,838.8333333,719.9440025,37544.40736,100.9258262,10616,21848.05694,80323,6,148624,18578,27199.11703,80323,48,106304,21260.8,45478.96211,102579,48,0,0,0,0,192,132,60.55549575,40.3703305,0,1460,348.75,574.3093824,329831.2667,0,0,0,1,0,0,0,0,0,372,60.77777778,838.8333333,192,0,0,0,0,0,0,9,547,6,5033,8192,119,8,20,0,0,0,0,0,0,0,0,BENIGN
443,117263891,16,16,992,8860,337,0,62,95.15531164,2920,0,553.75,889.5494365,84.01563274,0.272888779,3782706.161,14600000,58700000,2,117000000,7817592.733,20600000,58700000,19,117000000,7812380.733,20600000,58700000,2,0,0,0,0,332,332,0.136444389,0.136444389,0,2920,298.5454545,662.1874306,438492.1932,0,0,0,1,0,0,0,0,1,307.875,62,553.75,332,0,0,0,0,0,0,16,992,16,8860,8192,127,15,20,149234,109283.353,226509,71959,58400000,321177.0924,58700000,58200000,BENIGN
443,5814115,8,5,377,3667,196,0,47.125,73.32011515,1959,0,733.4,913.578568,695.5486777,2.235937886,484509.5833,1618946.688,5624975,3,5814115,830587.8571,2114375.102,5624975,3,101473,25368.25,28580.73612,59965,201,0,0,0,0,172,112,1.375961776,0.85997611,0,1959,288.8571429,614.8883397,378087.6703,0,0,0,1,0,0,0,0,0,311.0769231,47.125,733.4,172,0,0,0,0,0,0,8,377,5,3667,8192,119,7,20,189137,0,189137,189137,5624975,0,5624975,5624975,BENIGN
443,116122254,20,18,771,4174,328,0,38.55,83.8717536,1460,0,231.8888889,476.5035509,42.58443003,0.327241323,3138439.297,4614290.222,10000000,3,116000000,6111697.579,4882391.982,10000000,3,111000000,6503444.765,4934326.954,10000000,48,0,0,0,0,412,504,0.172232275,0.155009048,0,1460,126.7948718,338.8924049,114848.0621,0,0,0,1,0,0,0,0,0,130.1315789,38.55,231.8888889,412,0,0,0,0,0,0,20,771,18,4174,8192,123,19,20,48053.83333,37816.92422,168138,36937,9628800.417,1291840.084,10000000,5526671,BENIGN
443,5733831,9,7,375,5044,188,0,41.66666667,67.76429738,1460,0,720.5714286,684.1212995,945.0923824,2.790455456,382255.4,1427755.739,5542759,4,5733831,716728.875,1950227.301,5542759,4,115931,19321.83333,28828.29703,61395,49,0,0,0,0,192,152,1.569631194,1.220824262,0,1460,318.7647059,545.8748173,297979.3162,0,0,0,1,0,0,0,0,0,338.6875,41.66666667,720.5714286,192,0,0,0,0,0,0,9,375,7,5044,8192,110,8,20,191068,0,191068,191068,5542759,0,5542759,5542759,BENIGN
443,60781790,16,15,810,5698,424,0,50.625,112.6711291,1460,2,379.8666667,574.5569556,107.0715423,0.510021176,2026059.667,4053293.28,10000000,20,60800000,4052119.333,5059353.222,10100000,421,60700000,4337943.071,5134415.048,10100000,49,0,0,0,0,332,304,0.263236736,0.24678444,0,1460,203.375,428.5746632,183676.2419,0,0,0,1,0,0,0,0,0,209.9354839,50.625,379.8666667,332,0,0,0,0,0,0,16,810,15,5698,8192,31088,15,20,104502,132490.4901,374947,50298,9996151.833,10122.11196,10000000,9975502,BENIGN
443,5651657,9,7,379,5267,192,0,42.11111111,68.84846484,1460,0,752.4285714,698.4229514,998.9990546,2.831028139,376777.1333,1404108.498,5451798,3,5651657,706457.125,1917613.692,5451798,3,124203,20700.5,30931.28341,64252,48,0,0,0,0,192,152,1.592453328,1.238574811,0,1460,332.1176471,562.8362198,316784.6103,0,0,0,1,0,0,0,0,0,352.875,42.11111111,752.4285714,192,0,0,0,0,0,0,9,379,7,5267,8192,110,8,20,199856,0,199856,199856,5451798,0,5451798,5451798,BENIGN
443,61048796,18,14,2095,6700,1117,0,116.3888889,286.5398317,4096,0,478.5714286,1103.210191,144.0650852,0.524170862,1969316,3997340.041,10000000,41,61000000,3591105.647,4908427.882,10100000,3065,61000000,4692135,5164537.848,10100000,1029,0,0,0,0,372,364,0.29484611,0.229324752,0,4096,266.5151515,756.7197765,572624.8201,0,0,0,1,0,0,0,0,0,274.84375,116.3888889,478.5714286,372,0,0,0,0,0,0,18,2095,14,6700,8192,123,17,20,135059.1667,205944.7703,555442,50713,9995761.5,11004.37256,10000000,9973306,BENIGN
